Misspelt             Predicted            Correct              Match
inbread              inbread              inbred               N      
incerdible           incredible           incredible           Y      
infinity             infinity             infiniti             N      
infomation           information          information          Y      
ingerland            gerland              england              N      
injen                injun                injun                Y      
injoy                enjoy                enjoy                Y      
itens                intens               items                N      
itz                  ditz                 it                   N      
jalopy               jalopy               jalapa               N      
jeah                 jah                  yeah                 N      
jealz                jean                 jealous              N      
jedd                 jed                  jed                  Y      
jeese                jesse                jeeze                N      
jeezus               jees                 jesus                N      
jelous               jealous              jealous              Y      
jenius               genius               genius               Y      
jeopardy             jeopardy             jeopardy             Y      
jipped               dipped               gypped               N      
jist                 ist                  gist                 N      
jobbie               bobbie               joby                 N      
jogging              jogging              joggins              N      
joo                  jo                   jew                  N      
jox                  jo                   jokes                N      
jrunk                junk                 drunk                N      
judgemental          judgemental          judgmental           N      
kap                  kapp                 caps                 N      
kerek                keek                 kerrek               N      
kewell               kewell               cool                 N      
kewl                 skewl                cool                 N      
khristian            kristian             christian            N      
kidz                 kid                  kids                 N      
kiev                 kiev                 kyiv                 N      
kilala               kala                 kirara               N      
kittah               kittar               kitteh               N      
klol                 kol                  pwn                  N      
knoe                 knowe                know                 N      
kraj                 kaj                  cry                  N      
krazie               grazie               crazy                N      
krej                 kr                   jerk                 N      
kritik               katik                critique             N      
kult                 ult                  cult                 N      
kurva                urva                 kurwa                N      
kurwa                korwa                kurva                N      
kuw                  ku                   coo                  N      
kwazy                dazy                 crazy                N      
kya                  ka                   kay                  N      
kyke                 kyke                 kike                 N      
laffin               baffin               laughing             N      
lamis                amis                 lmao                 N      
lamo                 alamo                lmao                 N      
lawyer               lawyer               liar                 N      
layed                layed                laid                 N      
lazyness             laziness             laziness             Y      
lede                 lede                 lead                 N      
lern                 ern                  learn                N      
lezbo                lesbo                lesbo                Y      
liek                 lek                  like                 N      
lier                 lier                 liar                 N      
ligit                digit                legit                N      
lijke                like                 like                 Y      
lillie               lillie               lily                 N      
liter                liter                litre                N      
litre                litre                liter                N      
llay                 lay                  yay                  N      
lmgao                gao                  lmfao                N      
loaft                laft                 loaf                 N      
lobsta               lobata               lobster              N      
logik                logia                logic                N      
lonk                 lonk                 link                 N      
loose                loose                lose                 N      
looser               looser               loser                N      
loosey               looey                loosie               N      
loox                 lox                  looks                N      
loozer               boozer               loser                N      
lopl                 lol                  lol                  Y      
loul                 lol                  lol                  Y      
luhv                 hv                   love                 N      
lulz                 lula                 lol                  N      
lute                 lute                 loot                 N      
luverly              loverly              loverly              Y      
luxey                luxe                 luxy                 N      
luzer                luger                loser                N      
lyfe                 lye                  life                 N      
lyke                 lye                  like                 N      
lyph                 glyph                life                 N      
lyst                 lst                  list                 N      
m8s                  ms                   mates                N      
maek                 mae                  make                 N      
maf                  af                   maths                N      
magick               magic                magic                Y      
magnificant          magnificat           magnificent          N      
mahn                 mah                  man                  N      
maing                macing               mayne                N      
majik                maik                 magic                N      
makaka               makara               macaca               N      
mamasita             amasta               mamacita             N      
manches              manches              mansex               N      
mantion              manation             mansion              N      
maon                 macon                moan                 N      
marajuana            marajuana            marijuana            N      
marihuana            marihuana            marijuana            N      
masta                amasta               master               N      
masterbate           masterate            masturbate           N      
masterbating         masturbating         masturbating         Y      
masterbation         masturbation         masturbation         Y      
medl                 med                  metal                N      
messican             mesian               mexican              N      
metre                metre                metre                Y      
miaow                miaow                meow                 N      
millhouse            millhouse            milhouse             N      
mindcraft            handcraft            minecraft            N      
moew                 mew                  more                 N      
mopho                moho                 mofo                 N      
moran                moran                moron                N      
morman               moorman              mormon               N      
morron               moron                moron                Y      
moslem               moslem               muslim               N      
moted                moted                moded                N      
motuh                moth                 mouth                N      
mudkipz              mudir                mudkips              N      
muhhfukka            chukka               motherfucker         N      
murk                 murk                 merc                 N      
nakkid               naid                 naked                N      
negar                near                 nigger               N      
nicr                 nicer                nice                 N      
niec                 iec                  nice                 N      
niga                 nig                  nigga                N      
ninjitsu             ninjutsu             ninjutsu             Y      
nobbs                nobs                 nob                  N      
nob                  nob                  knob                 N      
noone                none                 noon                 N      
nud                  nudd                 nub                  N      
nught                naught               nut                  N      
numbnuts             numbats              numnut               N      
oaky                 oaky                 okay                 N      
octoberfest          oktoberfest          oktoberfest          Y      
ocuk                 ock                  cock                 N      
ofmg                 mg                   omfg                 N      
ogd                  gd                   god                  N      
ogm                  gm                   omg                  N      
ohg                  hg                   omg                  N      
okward               onward               awkward              N      
oll                  ol                   lol                  N      
olol                 lol                  lol                  Y      
ong                  bong                 omg                  N      
oober                goober               uber                 N      
orgasim              orgasm               orgasm               Y      
orgie                forgie               orgy                 N      
origonal             orignal              original             N      
osom                 bosom                awesome              N      
ossum                possum               awesome              N      
ozi                  nozi                 aussie               N      
paah                 pah                  pssh                 N      
pach                 ach                  patch                N      
pacifically          pacifically          specifically         N      
pai                  ai                   pie                  N      
partay               partway              people               N      
patwa                pata                 patois               N      
pawned               pawned               pwned                N      
pawn                 pawn                 pwn                  N      
payed                payed                paid                 N      
peaple               peale                people               N      
pensil               pensil               pencil               N      
penus                pens                 penis                N      
peops                pelops               peeps                N      
peops                pelops               people               N      
persistant           persistent           persistent           Y      
perve                pere                 perv                 N      
phage                phage                fag                  N      
phail                hail                 fail                 N      
phanny               shanny               fanny                N      
philippino           philippina           filipino             N      
phoney               phoney               phony                N      
phsycotic            psychotic            psychotic            Y      
pidgeon              pigeon               pigeon               Y      
planit               plait                planet               N      
plauge               plage                plague               N      
plaz                 laz                  plz                  N      
plox                 lox                  plz                  N      
plutonic             plutonic             platonic             N      
poep                 pep                  poop                 N      
poitin               pontin               poteen               N      
poje                 poe                  poke                 N      
polotics             politics             politics             Y      
pomp                 pomp                 pompadour            N      
ponse                pone                 ponce                N      
popple               popple               poppel               N      
poseur               poseur               poser                N      
pown                 own                  pwn                  N      
proabably            probably             probably             Y      
proff                prof                 proof                N      
prok                 pro                  pork                 N      
pron                 pron                 porn                 N      
proove               prove                prove                Y      
propz                prop                 props                N      
psychadelic          psychedelic          psychedelic          Y      
psyche               psyche               sike                 N      
puppie               puppied              puppy                N      
purpouse             purpose              purpose              Y      
puusy                pussy                pussy                Y      
pwned                pawned               owned                N      
pwning               pawning              owning               N      
pwn                  pawn                 owns                 N      
qool                 bool                 cool                 N      
qoot                 oot                  cute                 N      
qoot                 oot                  woot                 N      
quen                 queen                queen                Y      
quess                ques                 guess                N      
qurl                 quarl                girl                 N      
raep                 rae                  rape                 N      
raido                raid                 radio                N      
raip                 graip                rape                 N      
raper                raper                rapist               N      
raper                raper                rapper               N      
rasberry             raspberry            raspberry            Y      
rascist              racist               racist               Y      
rawk                 awk                  rock                 N      
reagen               reagent              regan                N      
recieve              relieve              receive              N      
rediculous           pediculous           ridiculous           N      
reneg                reneg                renege               N      
renig                renig                renege               N      
resol                cresol               loser                N      
retarted             restarted            retarded             N      
retart               restart              retard               N      
rite                 rite                 right                N      
rite                 rite                 write                N      
roftl                rotl                 rotfl                N      
rohrer               roarer               roar                 N      
rotfl                rotl                 rofl                 N      
roud                 roud                 rude                 N      
rtd                  rd                   retard               N      
rudeboi              rude                 rudeboy              N      
ruffie               ruffe                roofie               N      
s3xy                 sexy                 sexy                 Y      
satin                satin                satan                N      
scarrrry             scarry               scary                N      
scrony               crony                scrawny              N      
seksi                ksi                  sexy                 N      
separate             separate             separate             Y      
seperate             sperate              separate             N      
seriosly             seriously            seriously            Y      
servise              service              service              Y      
serwer               serer                server               N      
sexi                 sei                  sexy                 N      
sexxy                sexy                 sexy                 Y      
shek                 she                  sex                  N      
sher                 sher                 sure                 N      
shippo               shippo               shippou              N      
shortie              shortie              shorty               N      
shounen              shoneen              shonen               N      
shouta               shout                shota                N      
shugar               sugar                sugar                Y      
siked                sicked               psyched              N      
sike                 sike                 psych                N      
sike                 sike                 psyche               N      
simsons              simons               simpsons             N      
skelly               skelly               skellie              N      
slep                 sleep                sleep                Y      
smels                smells               smells               Y      
smrat                scrat                smart                N      
smrt                 smart                smart                Y      
soop                 sop                  sup                  N      
sope                 sope                 soap                 N      
sophmore             sophomore            sophomore            Y      
speal                speal                spiel                N      
spelt                spelt                spell                N      
spose                pose                 suppose              N      
steriod              sterid               steroid              N      
stfy                 sty                  stfu                 N      
stomache             stomach              stomach              Y      
stork                stork                stalk                N      
stuiped              stiped               stupid               N      
stuph                stuphe               stuff                N      
stupify              stupefy              stupefy              Y      
stupi                stupid               stupid               Y      
suddle               suddle               subtle               N      
suite                suite                sweet                N      
summatime            summative            summertime           N      
surrious             spurious             serious              N      
suxx                 su                   sucks                N      
sware                sware                swear                N      
swarve               swarve               suave                N      
swav                 sav                  suave                N      
swete                skete                sweet                N      
taht                 aht                  that                 N      
tanooki              tandoori             tanuki               N      
tanty                banty                tantie               N      
tarped               taped                trapped              N      
tarp                 tarp                 trap                 N      
tastey               taste                tasty                N      
teached              teached              taught               N      
teath                eath                 teeth                N      
tember               ember                temper               N      
terd                 erd                  turd                 N      
teriffic             terrific             terrific             Y      
testicules           testicles            testicles            Y      
teusday              tuesday              tuesday              Y      
tew                  tew                  too                  N      
textable             tentable             textible             N      
tha                  tha                  the                  N      
thay                 hay                  they                 N      
theater              theater              theatre              N      
theatre              theatre              theater              N      
thee                 thee                 the                  N      
the                  the                  teh                  N      
thingie              thingies             thingee              N      
thingie              thingies             thingy               N      
thou                 thou                 though               N      
thru                 thru                 through              N      
thst                 tst                  that                 N      
thy                  thy                  this                 N      
tiddies              tidies               titties              N      
til                  til                  till                 N      
tlak                 lak                  talk                 N      
toi                  toi                  to                   N      
tokio                toki                 tokyo                N      
toliet               toilet               toilet               Y      
tolled               tolled               told                 N      
tomagotchi           topnotch             tamagotchi           N      
tomarrow             tomorrow             tomorrow             Y      
toole                tole                 tool                 N      
tranger              ranger               stranger             N      
travellers           travellers           travelers            N      
trendeh              trended              trendy               N      
trikk                rikk                 trick                N      
troupe               troupe               troop                N      
tupe                 stupe                type                 N      
ueber                heber                uber                 N      
uman                 human                human                Y      
umg                  mg                   omg                  N      
unlit                unlit                until                N      
unni                 uni                  eonnie               N      
unnie                unie                 unni                 N      
unphased             unphased             unfazed              N      
untied               untied               united               N      
urk                  burk                 irk                  N      
ur                   ur                   your                 N      
uselss               useless              useless              Y      
vaca                 vac                  vacay                N      
vaccum               vacuum               vacuum               Y      
vaccuum              vacuum               vacuum               Y      
vampyre              vampyre              vampire              N      
venezia              venesia              venice               N      
villian              villan               villain              N      
vittles              vittles              victuals             N      
voer                 oer                  over                 N      
voldermort           oldermost            voldemort            N      
waht                 aht                  what                 N      
waisting             waisting             wasting              N      
wao                  ao                   wow                  N      
wassabi              wasabi               wasabi               Y      
waterboarding        waterboarding        waterboarding        Y      
waz                  az                   was                  N      
weiner               weiner               wiener               N      
wendsday             wednesday            wednesday            Y      
wewt                 wet                  woot                 N      
whaen                haen                 when                 N      
whang                whang                wang                 N      
whimp                himp                 wimp                 N      
whingeing            whingeing            whinging             N      
whoah                whoa                 whoa                 Y      
whoar                hoar                 whore                N      
wiener               wiener               weiner               N      
wierd                wierd                weird                N      
wikkid               wiki                 wicked               N      
wimmin               dimin                woman                N      
wimmin               dimin                women                N      
winge                swinge               whinge               N      
wo0t                 wot                  woot                 N      
woah                 wah                  whoa                 N      
wofl                 woful                waffle               N      
wolk                 wok                  woke                 N      
womyn                woman                woman                Y      
womyn                woman                women                N      
wonce                once                 once                 Y      
wookiee              bookie               wookie               N      
woose                oose                 wuss                 N      
woq                  wo                   wow                  N      
wrod                 rod                  word                 N      
wrok                 rok                  rock                 N      
wut                  wut                  wat                  N      
xln                  ln                   excellent            N      
xtreme               extreme              extreme              Y      
yeass                yeas                 yeah                 N      
yea                  yea                  yeah                 N      
yeay                 yay                  yay                  Y      
yii                  yi                   yes                  N      
yob                  yob                  boy                  N      
yooh                 ooh                  you                  N      
yopu                 you                  you                  Y      
yoru                 yor                  your                 N      
youb                 yob                  yoube                N      
yr                   yr                   your                 N      
yuo                  yo                   you                  N      
yuu                  yutu                 you                  N      
Precision: 0.1844
Time Elapsed: 590.6
