Misspelt             Predicted            Correct              Match
dweeb                aweek                dickweed             N      
dweeb                aweel                dickweed             N      
dyne                 dyne                 down                 N      
ecstacy              ecstasy              ecstasy              Y      
ecstacy              eustacy              ecstasy              N      
ectasy               ecstasy              ecstasy              Y      
edn                  dn                   end                  N      
edn                  dn                   end                  N      
edn                  ean                  end                  N      
edn                  ed                   end                  N      
edn                  ede                  end                  N      
edn                  eden                 end                  N      
egat                 begat                egads                N      
egat                 eat                  egads                N      
egat                 ega                  egads                N      
egat                 egad                 egads                N      
eigth                eigh                 eighth               N      
eigth                eight                eighth               N      
embarass             embarrass            embarrass            Y      
engish               english              english              Y      
enterprize           enterprize           enterprise           N      
entre                entre                enter                N      
entrence             entrance             entrance             Y      
entrence             entrench             entrance             N      
enuf                 enif                 enough               N      
enuf                 enum                 enough               N      
eonnie               bonnie               unni                 N      
eonnie               connie               unni                 N      
eonnie               donnie               unni                 N      
eonnie               ronnie               unni                 N      
eonnie               yonnie               unni                 N      
epitomy              epitome              epitome              Y      
everythink           everything           everything           Y      
exept                except               except               Y      
exept                except               except               Y      
exept                exeat                except               N      
eys                  beys                 yes                  N      
eys                  beys                 yes                  N      
eys                  bys                  yes                  N      
eys                  deys                 yes                  N      
eys                  dys                  yes                  N      
eys                  eds                  yes                  N      
eys                  efs                  yes                  N      
eys                  els                  yes                  N      
eys                  ems                  yes                  N      
eys                  emys                 yes                  N      
eys                  ens                  yes                  N      
faecbook             facebook             facebook             Y      
faery                faery                fairy                N      
faget                aget                 faggot               N      
faget                facet                faggot               N      
fagget               fagged               faggot               N      
fagget               fagger               faggot               N      
fagget               faggot               faggot               Y      
faggit               baggit               faggot               N      
faggit               faggot               faggot               Y      
fagit                agit                 faggot               N      
fagit                cagit                faggot               N      
fagot                fagot                faggot               N      
fale                 ale                  fail                 N      
fale                 bale                 fail                 N      
fale                 dale                 fail                 N      
fale                 fable                fail                 N      
fale                 face                 fail                 N      
fanboi               fanboy               fanboy               Y      
fassi                assi                 fassy                N      
fassi                bassi                fassy                N      
fcuk                 fuck                 fuck                 Y      
feminista            feminist             feminist             Y      
fewmin               ferkin               fuming               N      
fewmin               femic                fuming               N      
fewmin               fenman               fuming               N      
fhone                fone                 phone                N      
fhone                hone                 phone                N      
fiels                fels                 files                N      
fiels                fels                 files                N      
fiels                fiefs                files                N      
fiels                fiel                 files                N      
fiend                fiend                friend               N      
figger               figgery              figure               N      
figger               digger               figure               N      
figger               fagger               figure               N      
figger               figged               figure               N      
firt                 fir                  first                N      
firt                 birt                 first                N      
firt                 dirt                 first                N      
firt                 fart                 first                N      
firt                 fiat                 first                N      
firt                 fict                 first                N      
fitbaw               kitbag               fitba                N      
fitbaw               pitsaw               fitba                N      
flem                 flem                 phlegm               N      
flodge               flodge               flauge               N      
foking               forking              fucking              N      
foking               faking               fucking              N      
folling              fooling              following            N      
fomg                 fog                  omfg                 N      
fooot                foot                 foot                 Y      
forse                forsee               force                N      
fortay               foray                forte                N      
fortay               forlay               forte                N      
fourplay             foreplay             foreplay             Y      
fourplay             foreplay             foreplay             Y      
fourty               forty                forty                Y      
fourty               forty                forty                Y      
frek                 freak                freak                Y      
frek                 ferk                 freak                N      
frisby               fribby               frisbee              N      
frisby               frisky               frisbee              N      
fucc                 fcc                  fuck                 N      
fuckly               feckly               fugly                N      
fuckly               fickly               fugly                N      
fuckly               luckly               fugly                N      
fujk                 fuck                 fuck                 Y      
fujk                 fuji                 fuck                 N      
fujk                 fulk                 fuck                 N      
fujk                 funk                 fuck                 N      
fujk                 fusk                 fuck                 N      
fuk                  fu                   fuck                 N      
fuk                  fu                   fuck                 N      
fuk                  fub                  fuck                 N      
fuk                  fuck                 fuck                 Y      
fuk                  fud                  fuck                 N      
fuk                  fug                  fuck                 N      
fukk                 fuck                 fuck                 Y      
fukk                 fulk                 fuck                 N      
fukk                 funk                 fuck                 N      
fukk                 fusk                 fuck                 N      
fune                 fun                  fine                 N      
fune                 dune                 fine                 N      
fune                 fane                 fine                 N      
furg                 fug                  fag                  N      
furg                 frug                 fag                  N      
gabor                gabor                gaybar               N      
gache                ache                 gash                 N      
gache                bache                gash                 N      
gaea                 gaea                 gaia                 N      
gaie                 gae                  gay                  N      
gaie                 gade                 gay                  N      
gaie                 gae                  gay                  N      
gaie                 gage                 gay                  N      
gaint                aint                 giant                N      
gaint                daint                giant                N      
gaint                faint                giant                N      
gaint                gain                 giant                N      
gaint                gaine                giant                N      
gamz                 gam                  gamez                N      
gamz                 gamb                 gamez                N      
gaol                 gaol                 jail                 N      
gave                 gave                 gayve                N      
gawgus               gaus                 gorgeous             N      
gaye                 gaye                 gay                  N      
geezus               gees                 jesus                N      
geezus               geeks                jesus                N      
ge                   ge                   gay                  N      
genious              genius               genius               Y      
gernade              grenade              grenade              Y      
ghei                 ghi                  ghey                 N      
ghei                 gheg                 ghey                 N      
ghey                 gehey                gay                  N      
ghey                 gehey                gay                  N      
ghey                 gey                  gay                  N      
girk                 irk                  girl                 N      
giys                 gis                  guys                 N      
godamn               goddamn              goddamn              Y      
gokken               bokken               gokkun               N      
googleplex           googolplex           googolplex           Y      
goot                 got                  fagoot               N      
goregous             gorgeous             gorgeous             Y      
gorjuss              gruss                gorgeous             N      
gotton               cotton               gotten               N      
gotton               gorton               gotten               N      
gotton               gotten               gotten               Y      
gr8t                 grat                 great                N      
gr8t                 gret                 great                N      
gr8t                 grit                 great                N      
gr8t                 grot                 great                N      
grammer              gammer               grammar              N      
grammer              drammer              grammar              N      
grammer              gammer               grammar              N      
gravey               grave                gravy                N      
gravey               grapey               gravy                N      
gravey               grave                gravy                N      
gravey               graved               gravy                N      
gret                 gret                 great                N      
groce                grocer               gross                N      
grock                grok                 grok                 Y      
grock                brock                grok                 N      
grodie               brodie               grody                N      
grodie               goodie               grody                N      
grosse               grosse               gross                N      
grrl                 grr                  girl                 N      
guey                 aguey                buey                 N      
guey                 gey                  buey                 N      
guey                 gley                 buey                 N      
guey                 gluey                buey                 N      
guey                 grey                 buey                 N      
guey                 aguey                wey                  N      
guey                 gey                  wey                  N      
guey                 gley                 wey                  N      
guey                 gluey                wey                  N      
guey                 grey                 wey                  N      
guh                  gu                   ugh                  N      
guh                  duh                  ugh                  N      
guh                  gph                  ugh                  N      
guh                  gu                   ugh                  N      
guh                  gud                  ugh                  N      
guildford            guildford            guilford             N      
guiness              guinness             guinness             Y      
gullable             gullable             gullible             N      
gurh                 gur                  girl                 N      
gurh                 guhr                 girl                 N      
gurl                 gurl                 girl                 N      
hacer                acer                 hacker               N      
hacer                facer                hacker               N      
haet                 haet                 hate                 N      
hammah               hamlah               hammer               N      
hammah               hammal               hammer               N      
hammah               hammam               hammer               N      
hammah               hamzah               hammer               N      
hampster             hamster              hamster              Y      
hanus                anus                 heinous              N      
hanus                banus                heinous              N      
harang               harang               harangue             N      
harting              charting             hearting             N      
harting              charting             hearting             N      
harting              darting              hearting             N      
harting              farting              hearting             N      
harting              hafting              hearting             N      
haterz               hater                haters               N      
hatorade             charade              haterade             N      
hatorade             abrade               haterade             N      
hatorade             aggrade              haterade             N      
hatorade             agorae               haterade             N      
hatorade             amorado              haterade             N      
hatorade             atorai               haterade             N      
hatter               hatter               hater                N      
haway                away                 howay                N      
hawt                 hat                  hot                  N      
hawt                 haet                 hot                  N      
hawt                 haft                 hot                  N      
hayte                hate                 hate                 Y      
hayte                haste                hate                 N      
hayte                hate                 hate                 Y      
hayte                hatte                hate                 N      
haz                  ahaz                 have                 N      
haz                  az                   have                 N      
haz                  gaz                  have                 N      
haz                  ha                   have                 N      
haz                  hab                  have                 N      
haz                  had                  have                 N      
haz                  hae                  have                 N      
hed                  hed                  head                 N      
heeb                 hee                  hebe                 N      
hellow               hello                hello                Y      
henessy              hennessey            hennessy             N      
hennesy              hennes               hennessy             N      
hepl                 hel                  help                 N      
hepl                 heel                 help                 N      
hexa                 hexa                 hecksa               N      
hiccups              hiccups              hiccough             N      
hippocrate           hippocratea          hypocrite            N      
hippocrate           hippocrates          hypocrite            N      
hlep                 hep                  help                 N      
hlep                 heep                 help                 N      
hlep                 help                 help                 Y      
hmwk                 hawk                 homework             N      
hmwk                 howk                 homework             N      
hobit                hobbit               hobbit               Y      
hoe                  hoe                  ho                   N      
hoe                  hoe                  whore                N      
homey                homey                homie                N      
hommie               homme                homie                N      
honour               honour               honor                N      
hony                 hny                  honey                N      
hony                 cony                 honey                N      
hony                 gony                 honey                N      
hony                 hny                  honey                N      
hony                 hoey                 honey                N      
hony                 holy                 honey                N      
hony                 homy                 honey                N      
hony                 hon                  honey                N      
hony                 hond                 honey                N      
hoody                hoody                hoodie               N      
hoog                 hog                  hugs                 N      
hopless              hoopless             hopeless             N      
hore                 hore                 whore                N      
hott                 hot                  hot                  Y      
hrlp                 halp                 help                 N      
hrlp                 help                 help                 Y      
hrlp                 holp                 help                 N      
hshs                 hahs                 haha                 N      
hshs                 huhs                 haha                 N      
humerous             humerus              humorous             N      
huni                 hui                  honey                N      
huni                 hun                  honey                N      
huni                 hund                 honey                N      
huni                 hundi                honey                N      
hunnit               hunnic               hundred              N      
hunnit               tunnit               hundred              N      
idot                 dot                  idiot                N      
idot                 idiot                idiot                Y      
idot                 ido                  idiot                N      
iklas                niklas               ikhlas               N      
illeterate           illiterate           illiterate           Y      
immigratio           immigration          immigration          Y      
inane                inane                insane               N      
inbread              inbread              inbred               N      
incerdible           incredible           incredible           Y      
infinity             infinity             infiniti             N      
infomation           information          information          Y      
ingerland            gerland              england              N      
injen                injun                injun                Y      
injen                inken                injun                N      
injoy                enjoy                enjoy                Y      
injoy                invoy                enjoy                N      
itens                intens               items                N      
itens                items                items                Y      
itens                iten                 items                N      
itz                  ditz                 it                   N      
itz                  fitz                 it                   N      
itz                  isz                  it                   N      
itz                  it                   it                   Y      
itz                  ita                  it                   N      
itz                  itd                  it                   N      
itz                  ito                  it                   N      
jalopy               jalopy               jalapa               N      
jeah                 jah                  yeah                 N      
jealz                jean                 jealous              N      
jealz                beala                jealous              N      
jealz                beale                jealous              N      
jealz                deal                 jealous              N      
jedd                 jed                  jed                  Y      
jeese                jesse                jeeze                N      
jeezus               jees                 jesus                N      
jeezus               heezes               jesus                N      
jelous               jealous              jealous              Y      
jenius               genius               genius               Y      
jenius               junius               genius               N      
jeopardy             jeopardy             jeopardy             Y      
jipped               dipped               gypped               N      
jipped               gipped               gypped               N      
jipped               hipped               gypped               N      
jipped               jipper               gypped               N      
jipped               kipped               gypped               N      
jipped               lipped               gypped               N      
jipped               nipped               gypped               N      
jipped               pipped               gypped               N      
jipped               ripped               gypped               N      
jipped               sipped               gypped               N      
jipped               tipped               gypped               N      
jipped               yipped               gypped               N      
jipped               zipped               gypped               N      
jist                 ist                  gist                 N      
jist                 cist                 gist                 N      
jist                 dist                 gist                 N      
jobbie               bobbie               joby                 N      
jobbie               dobbie               joby                 N      
jobbie               jobble               joby                 N      
jobbie               mobbie               joby                 N      
jobbie               robbie               joby                 N      
jogging              jogging              joggins              N      
joo                  jo                   jew                  N      
jox                  jo                   jokes                N      
jox                  cox                  jokes                N      
jrunk                junk                 drunk                N      
judgemental          judgemental          judgmental           N      
kap                  kapp                 caps                 N      
kerek                keek                 kerrek               N      
kewell               kewell               cool                 N      
kewl                 skewl                cool                 N      
khristian            kristian             christian            N      
kidz                 kid                  kids                 N      
kiev                 kiev                 kyiv                 N      
kilala               kala                 kirara               N      
kittah               kittar               kitteh               N      
klol                 kol                  pwn                  N      
klol                 klop                 pwn                  N      
knoe                 knowe                know                 N      
kraj                 kaj                  cry                  N      
kraj                 kra                  cry                  N      
kraj                 krag                 cry                  N      
krazie               grazie               crazy                N      
krej                 kr                   jerk                 N      
kritik               katik                critique             N      
kult                 ult                  cult                 N      
kurva                urva                 kurwa                N      
kurwa                korwa                kurva                N      
kurwa                kurta                kurva                N      
kuw                  ku                   coo                  N      
kuw                  ku                   coo                  N      
kwazy                dazy                 crazy                N      
kwazy                blazy                crazy                N      
kwazy                chazy                crazy                N      
kwazy                crazy                crazy                Y      
kwazy                dazy                 crazy                N      
kwazy                gazy                 crazy                N      
kwazy                glazy                crazy                N      
kwazy                hazy                 crazy                N      
kya                  ka                   kay                  N      
kya                  kay                  kay                  Y      
kya                  kea                  kay                  N      
kya                  kha                  kay                  N      
kya                  koa                  kay                  N      
kya                  kra                  kay                  N      
kya                  kua                  kay                  N      
kyke                 kyke                 kike                 N      
laffin               baffin               laughing             N      
lamis                amis                 lmao                 N      
lamis                camis                lmao                 N      
lamis                kamis                lmao                 N      
lamis                labis                lmao                 N      
lamis                lacis                lmao                 N      
lamo                 alamo                lmao                 N      
lamo                 lalo                 lmao                 N      
lamo                 lam                  lmao                 N      
lawyer               lawyer               liar                 N      
layed                layed                laid                 N      
lazyness             laziness             laziness             Y      
lede                 lede                 lead                 N      
lern                 ern                  learn                N      
lern                 cern                 learn                N      
lern                 dern                 learn                N      
lern                 ern                  learn                N      
lezbo                lesbo                lesbo                Y      
liek                 lek                  like                 N      
liek                 lek                  like                 N      
lier                 lier                 liar                 N      
ligit                digit                legit                N      
ligit                legit                legit                Y      
ligit                licit                legit                N      
ligit                light                legit                N      
ligit                limit                legit                N      
lijke                like                 like                 Y      
lillie               lillie               lily                 N      
liter                liter                litre                N      
litre                litre                liter                N      
llay                 lay                  yay                  N      
lmgao                gao                  lmfao                N      
lmgao                alagao               lmfao                N      
loaft                laft                 loaf                 N      
loaft                loaf                 loaf                 Y      
loaft                loafs                loaf                 N      
lobsta               lobata               lobster              N      
logik                logia                logic                N      
logik                logic                logic                Y      
logik                logie                logic                N      
logik                login                logic                N      
logik                logis                logic                N      
lonk                 lonk                 link                 N      
loose                loose                lose                 N      
looser               looser               loser                N      
loosey               looey                loosie               N      
loosey               looey                loosie               N      
loosey               looney               loosie               N      
loox                 lox                  looks                N      
loozer               boozer               loser                N      
loozer               doozer               loser                N      
loozer               looker               loser                N      
loozer               loomer               loser                N      
loozer               looper               loser                N      
loozer               looser               loser                N      
loozer               looter               loser                N      
loozer               loover               loser                N      
lopl                 lol                  lol                  Y      
lopl                 lol                  lol                  Y      
loul                 lol                  lol                  Y      
loul                 boul                 lol                  N      
loul                 coul                 lol                  N      
luhv                 hv                   love                 N      
luhv                 buhl                 love                 N      
luhv                 buhr                 love                 N      
lulz                 lula                 lol                  N      
lulz                 lull                 lol                  N      
lulz                 lulu                 lol                  N      
lulz                 lutz                 lol                  N      
lute                 lute                 loot                 N      
luverly              loverly              loverly              Y      
luxey                luxe                 luxy                 N      
luzer                luger                loser                N      
luzer                lurer                loser                N      
luzer                luser                loser                N      
luzer                luter                loser                N      
lyfe                 lye                  life                 N      
lyke                 lye                  like                 N      
lyke                 dyke                 like                 N      
lyph                 glyph                life                 N      
lyph                 lych                 life                 N      
lyst                 lst                  list                 N      
lyst                 last                 list                 N      
m8s                  ms                   mates                N      
maek                 mae                  make                 N      
maek                 mae                  make                 N      
maf                  af                   maths                N      
maf                  caf                  maths                N      
maf                  haf                  maths                N      
magick               magic                magic                Y      
magnificant          magnificat           magnificent          N      
mahn                 mah                  man                  N      
mahn                 kahn                 man                  N      
maing                macing               mayne                N      
maing                macing               mayne                N      
maing                maeing               mayne                N      
maing                main                 mayne                N      
maing                maine                mayne                N      
maing                mains                mayne                N      
maing                maint                mayne                N      
maing                making               mayne                N      
maing                mang                 mayne                N      
maing                mating               mayne                N      
maing                mawing               mayne                N      
majik                maik                 magic                N      
makaka               makara               macaca               N      
mamasita             amasta               mamacita             N      
manches              manches              mansex               N      
mantion              manation             mansion              N      
mantion              manation             mansion              N      
maon                 macon                moan                 N      
maon                 caon                 moan                 N      
maon                 faon                 moan                 N      
maon                 gaon                 moan                 N      
maon                 kaon                 moan                 N      
marajuana            marajuana            marijuana            N      
marihuana            marihuana            marijuana            N      
masta                amasta               master               N      
masta                asta                 master               N      
masta                basta                master               N      
masta                hasta                master               N      
masta                malta                master               N      
masta                manta                master               N      
masterbate           masterate            masturbate           N      
masterbating         masturbating         masturbating         Y      
masterbation         masturbation         masturbation         Y      
medl                 med                  metal                N      
medl                 med                  metal                N      
medl                 medal                metal                N      
medl                 mede                 metal                N      
messican             mesian               mexican              N      
messican             hessian              mexican              N      
messican             jessica              mexican              N      
metre                metre                metre                Y      
miaow                miaow                meow                 N      
millhouse            millhouse            milhouse             N      
mindcraft            handcraft            minecraft            N      
mindcraft            handcraft            minecraft            N      
moew                 mew                  more                 N      
moew                 mew                  more                 N      
moew                 moe                  more                 N      
mopho                moho                 mofo                 N      
mopho                moph                 mofo                 N      
mopho                morpho               mofo                 N      
moran                moran                moron                N      
morman               moorman              mormon               N      
morron               moron                moron                Y      
moslem               moslem               muslim               N      
moted                moted                moded                N      
motuh                moth                 mouth                N      
mudkipz              mudir                mudkips              N      
muhhfukka            chukka               motherfucker         N      
murk                 murk                 merc                 N      
nakkid               naid                 naked                N      
negar                near                 nigger               N      
negar                near                 nigger               N      
nicr                 nicer                nice                 N      
niec                 iec                  nice                 N      
niec                 nice                 nice                 Y      
niga                 nig                  nigga                N      
niga                 giga                 nigga                N      
ninjitsu             ninjutsu             ninjutsu             Y      
nobbs                nobs                 nob                  N      
nob                  nob                  knob                 N      
noone                none                 noon                 N      
nud                  nudd                 nub                  N      
nught                naught               nut                  N      
nught                bught                nut                  N      
numbnuts             numbats              numnut               N      
numbnuts             numbness             numnut               N      
oaky                 oaky                 okay                 N      
octoberfest          oktoberfest          oktoberfest          Y      
ocuk                 ock                  cock                 N      
ofmg                 mg                   omfg                 N      
ofmg                 cmg                  omfg                 N      
ofmg                 dcmg                 omfg                 N      
ogd                  gd                   god                  N      
ogd                  god                  god                  Y      
ogd                  mgd                  god                  N      
ogm                  gm                   omg                  N      
ogm                  gm                   omg                  N      
ogm                  mgm                  omg                  N      
ogm                  oam                  omg                  N      
ogm                  oem                  omg                  N      
ohg                  hg                   omg                  N      
ohg                  hg                   omg                  N      
